cod_dpto,dpto_nombre,cod_mun,mun_nombre,ano,poblacion_rural,poblacion_total,poblacion_urbana
25,Cundinamarca,25535,Pasca,2023,6559,10525,3966
25,Cundinamarca,25535,Pasca,2024,6678,10870,4192
25,Cundinamarca,25535,Pasca,2025,6803,11194,4391
25,Cundinamarca,25535,Pasca,2026,6919,11520,4601
25,Cundinamarca,25535,Pasca,2027,7049,11834,4785
25,Cundinamarca,25535,Pasca,2028,7183,12139,4956
25,Cundinamarca,25535,Pasca,2029,7301,12449,5148
25,Cundinamarca,25535,Pasca,2030,7426,12718,5292
25,Cundinamarca,25535,Pasca,2031,7577,13039,5462
25,Cundinamarca,25535,Pasca,2032,7693,13324,5631
25,Cundinamarca,25535,Pasca,2033,7811,13597,5786
25,Cundinamarca,25535,Pasca,2034,7953,13913,5960
25,Cundinamarca,25535,Pasca,2035,8072,14181,6109
25,Cundinamarca,25572,Puerto Salgar,2020,4308,16614,12306
25,Cundinamarca,25572,Puerto Salgar,2021,4258,17025,12767
25,Cundinamarca,25572,Puerto Salgar,2022,4271,17585,13314
25,Cundinamarca,25572,Puerto Salgar,2023,4294,18181,13887
25,Cundinamarca,25572,Puerto Salgar,2024,4337,18781,14444
25,Cundinamarca,25572,Puerto Salgar,2025,4393,19352,14959
25,Cundinamarca,25572,Puerto Salgar,2026,4419,19883,15464
25,Cundinamarca,25572,Puerto Salgar,2027,4469,20428,15959
25,Cundinamarca,25572,Puerto Salgar,2028,4508,20957,16449
25,Cundinamarca,25572,Puerto Salgar,2029,4567,21498,16931
25,Cundinamarca,25572,Puerto Salgar,2030,4630,22030,17400
25,Cundinamarca,25572,Puerto Salgar,2031,4689,22536,17847
25,Cundinamarca,25572,Puerto Salgar,2032,4768,23056,18288
25,Cundinamarca,25572,Puerto Salgar,2033,4843,23589,18746
25,Cundinamarca,25572,Puerto Salgar,2034,4880,24066,19186
25,Cundinamarca,25572,Puerto Salgar,2035,4941,24563,19622
25,Cundinamarca,25580,Pulí,2020,2750,3512,762
25,Cundinamarca,25580,Pulí,2021,2717,3600,883
25,Cundinamarca,25580,Pulí,2022,2717,3700,983
25,Cundinamarca,25580,Pulí,2023,2741,3830,1089
25,Cundinamarca,25580,Pulí,2024,2800,3948,1148
25,Cundinamarca,25580,Pulí,2025,2847,4044,1197
25,Cundinamarca,25580,Pulí,2026,2907,4189,1282
25,Cundinamarca,25580,Pulí,2027,2948,4280,1332
25,Cundinamarca,25580,Pulí,2028,3012,4398,1386
25,Cundinamarca,25580,Pulí,2029,3067,4505,1438
25,Cundinamarca,25580,Pulí,2030,3130,4612,1482
25,Cundinamarca,25580,Pulí,2031,3178,4716,1538
25,Cundinamarca,25580,Pulí,2032,3228,4822,1594
25,Cundinamarca,25580,Pulí,2033,3285,4923,1638
25,Cundinamarca,25580,Pulí,2034,3341,5032,1691
25,Cundinamarca,25580,Pulí,2035,3389,5132,1743
25,Cundinamarca,25592,Quebradanegra,2020,4524,5000,476
25,Cundinamarca,25592,Quebradanegra,2021,4435,5068,633
25,Cundinamarca,25592,Quebradanegra,2022,4445,5240,795
25,Cundinamarca,25592,Quebradanegra,2023,4469,5397,928
25,Cundinamarca,25592,Quebradanegra,2024,4583,5583,1000
25,Cundinamarca,25592,Quebradanegra,2025,4691,5766,1075
25,Cundinamarca,25592,Quebradanegra,2026,4794,5905,1111
25,Cundinamarca,25592,Quebradanegra,2027,4899,6061,1162
25,Cundinamarca,25592,Quebradanegra,2028,5012,6230,1218
25,Cundinamarca,25592,Quebradanegra,2029,5121,6375,1254
25,Cundinamarca,25592,Quebradanegra,2030,5226,6535,1309
25,Cundinamarca,25592,Quebradanegra,2031,5340,6687,1347
25,Cundinamarca,25592,Quebradanegra,2032,5434,6824,1390
25,Cundinamarca,25592,Quebradanegra,2033,5531,6974,1443
25,Cundinamarca,25592,Quebradanegra,2034,5641,7119,1478
25,Cundinamarca,25592,Quebradanegra,2035,5742,7271,1529
25,Cundinamarca,25594,Quetame,2020,3859,5371,1512
25,Cundinamarca,25594,Quetame,2021,3786,5472,1686
25,Cundinamarca,25594,Quetame,2022,3809,5648,1839
25,Cundinamarca,25594,Quetame,2023,3837,5855,2018
25,Cundinamarca,25594,Quetame,2024,3893,6019,2126
25,Cundinamarca,25594,Quetame,2025,3963,6191,2228
25,Cundinamarca,25594,Quetame,2026,4047,6380,2333
25,Cundinamarca,25594,Quetame,2027,4133,6566,2433
25,Cundinamarca,25594,Quetame,2028,4192,6723,2531
25,Cundinamarca,25594,Quetame,2029,4278,6884,2606
25,Cundinamarca,25594,Quetame,2030,4352,7049,2697
25,Cundinamarca,25594,Quetame,2031,4435,7215,2780
25,Cundinamarca,25594,Quetame,2032,4509,7374,2865
25,Cundinamarca,25594,Quetame,2033,4592,7538,2946
25,Cundinamarca,25594,Quetame,2034,4656,7690,3034
25,Cundinamarca,25594,Quetame,2035,4737,7831,3094
25,Cundinamarca,25596,Quipile,2020,5910,6599,689
25,Cundinamarca,25596,Quipile,2021,5792,6710,918
25,Cundinamarca,25596,Quipile,2022,5792,6917,1125
25,Cundinamarca,25596,Quipile,2023,5839,7143,1304
25,Cundinamarca,25596,Quipile,2024,5971,7364,1393
25,Cundinamarca,25596,Quipile,2025,6108,7590,1482
25,Cundinamarca,25596,Quipile,2026,6248,7790,1542
25,Cundinamarca,25596,Quipile,2027,6385,8005,1620
25,Cundinamarca,25596,Quipile,2028,6530,8213,1683
25,Cundinamarca,25596,Quipile,2029,6658,8407,1749
25,Cundinamarca,25596,Quipile,2030,6796,8617,1821
25,Cundinamarca,25596,Quipile,2031,6941,8813,1872
25,Cundinamarca,25596,Quipile,2032,7071,9012,1941
25,Cundinamarca,25596,Quipile,2033,7189,9185,1996
25,Cundinamarca,25596,Quipile,2034,7321,9383,2062
25,Cundinamarca,25596,Quipile,2035,7471,9585,2114
25,Cundinamarca,25599,Apulo,2020,4923,8761,3838
25,Cundinamarca,25599,Apulo,2021,4863,8955,4092
25,Cundinamarca,25599,Apulo,2022,4881,9234,4353
25,Cundinamarca,25599,Apulo,2023,4909,9561,4652
25,Cundinamarca,25599,Apulo,2024,4995,9885,4890
25,Cundinamarca,25599,Apulo,2025,5066,10162,5096
25,Cundinamarca,25599,Apulo,2026,5142,10454,5312
25,Cundinamarca,25599,Apulo,2027,5230,10733,5503
25,Cundinamarca,25599,Apulo,2028,5288,10985,5697
25,Cundinamarca,25599,Apulo,2029,5396,11293,5897
25,Cundinamarca,25599,Apulo,2030,5482,11562,6080
25,Cundinamarca,25599,Apulo,2031,5562,11820,6258
25,Cundinamarca,25599,Apulo,2032,5655,12102,6447
25,Cundinamarca,25599,Apulo,2033,5764,12371,6607
25,Cundinamarca,25599,Apulo,2034,5834,12616,6782
25,Cundinamarca,25599,Apulo,2035,5920,12873,6953
25,Cundinamarca,25612,Ricaurte,2020,6040,13973,7933
25,Cundinamarca,25612,Ricaurte,2021,5984,14367,8383
25,Cundinamarca,25612,Ricaurte,2022,6001,14826,8825
25,Cundinamarca,25612,Ricaurte,2023,6045,15324,9279
25,Cundinamarca,25612,Ricaurte,2024,6093,15820,9727
25,Cundinamarca,25612,Ricaurte,2025,6150,16295,10145
25,Cundinamarca,25612,Ricaurte,2026,6215,16752,10537
25,Cundinamarca,25612,Ricaurte,2027,6269,17205,10936
25,Cundinamarca,25612,Ricaurte,2028,6361,17663,11302
25,Cundinamarca,25612,Ricaurte,2029,6426,18087,11661
25,Cundinamarca,25612,Ricaurte,2030,6525,18519,11994
25,Cundinamarca,25612,Ricaurte,2031,6616,18954,12338
25,Cundinamarca,25612,Ricaurte,2032,6704,19368,12664
25,Cundinamarca,25612,Ricaurte,2033,6797,19801,13004
25,Cundinamarca,25612,Ricaurte,2034,6882,20212,13330
25,Cundinamarca,25612,Ricaurte,2035,6974,20616,13642
25,Cundinamarca,25645,San Antonio del Tequendama,2020,11654,12663,1009
25,Cundinamarca,25645,San Antonio del Tequendama,2021,11519,12983,1464
25,Cundinamarca,25645,San Antonio del Tequendama,2022,11541,13394,1853
25,Cundinamarca,25645,San Antonio del Tequendama,2023,11617,13831,2214
25,Cundinamarca,25645,San Antonio del Tequendama,2024,11874,14259,2385
25,Cundinamarca,25645,San Antonio del Tequendama,2025,12162,14706,2544
25,Cundinamarca,25645,San Antonio del Tequendama,2026,12453,15107,2654
25,Cundinamarca,25645,San Antonio del Tequendama,2027,12739,15529,2790
25,Cundinamarca,25645,San Antonio del Tequendama,2028,13017,15921,2904
25,Cundinamarca,25645,San Antonio del Tequendama,2029,13305,16311,3006
25,Cundinamarca,25645,San Antonio del Tequendama,2030,13564,16689,3125
25,Cundinamarca,25645,San Antonio del Tequendama,2031,13853,17082,3229
25,Cundinamarca,25645,San Antonio del Tequendama,2032,14140,17457,3317
25,Cundinamarca,25645,San Antonio del Tequendama,2033,14398,17827,3429
25,Cundinamarca,25645,San Antonio del Tequendama,2034,14661,18207,3546
25,Cundinamarca,25645,San Antonio del Tequendama,2035,14931,18568,3637
25,Cundinamarca,25649,San Bernardo,2020,5101,8964,3863
25,Cundinamarca,25649,San Bernardo,2021,4998,9101,4103
25,Cundinamarca,25649,San Bernardo,2022,5014,9390,4376
25,Cundinamarca,25649,San Bernardo,2023,5061,9723,4662
25,Cundinamarca,25649,San Bernardo,2024,5127,10020,4893
25,Cundinamarca,25649,San Bernardo,2025,5208,10304,5096
25,Cundinamarca,25649,San Bernardo,2026,5290,10614,5324
25,Cundinamarca,25649,San Bernardo,2027,5357,10871,5514
25,Cundinamarca,25649,San Bernardo,2028,5453,11166,5713
25,Cundinamarca,25649,San Bernardo,2029,5524,11433,5909
25,Cundinamarca,25649,San Bernardo,2030,5633,11721,6088
25,Cundinamarca,25649,San Bernardo,2031,5722,11989,6267
25,Cundinamarca,25649,San Bernardo,2032,5816,12270,6454
25,Cundinamarca,25649,San Bernardo,2033,5912,12531,6619
25,Cundinamarca,25649,San Bernardo,2034,5995,12789,6794
25,Cundinamarca,25649,San Bernardo,2035,6075,13063,6988
25,Cundinamarca,25653,San Cayetano,2020,4414,5111,697
25,Cundinamarca,25653,San Cayetano,2021,4323,5211,888
25,Cundinamarca,25653,San Cayetano,2022,4324,5368,1044
25,Cundinamarca,25653,San Cayetano,2023,4357,5549,1192
25,Cundinamarca,25653,San Cayetano,2024,4457,5737,1280
25,Cundinamarca,25653,San Cayetano,2025,4553,5901,1348
25,Cundinamarca,25653,San Cayetano,2026,4651,6058,1407
25,Cundinamarca,25653,San Cayetano,2027,4747,6236,1489
25,Cundinamarca,25653,San Cayetano,2028,4860,6404,1544
25,Cundinamarca,25653,San Cayetano,2029,4963,6553,1590
25,Cundinamarca,25653,San Cayetano,2030,5051,6700,1649
25,Cundinamarca,25653,San Cayetano,2031,5168,6869,1701
25,Cundinamarca,25653,San Cayetano,2032,5261,7021,1760
25,Cundinamarca,25653,San Cayetano,2033,5361,7167,1806
25,Cundinamarca,25653,San Cayetano,2034,5454,7320,1866
25,Cundinamarca,25653,San Cayetano,2035,5550,7452,1902
25,Cundinamarca,25658,San Francisco,2020,6721,11585,4864
25,Cundinamarca,25658,San Francisco,2021,6656,11886,5230
25,Cundinamarca,25658,San Francisco,2022,6679,12278,5599
25,Cundinamarca,25658,San Francisco,2023,6725,12685,5960
25,Cundinamarca,25658,San Francisco,2024,6820,13083,6263
25,Cundinamarca,25658,San Francisco,2025,6929,13482,6553
25,Cundinamarca,25658,San Francisco,2026,7042,13866,6824
25,Cundinamarca,25658,San Francisco,2027,7158,14232,7074
25,Cundinamarca,25658,San Francisco,2028,7264,14605,7341
25,Cundinamarca,25658,San Francisco,2029,7375,14971,7596
25,Cundinamarca,25658,San Francisco,2030,7519,15337,7818
25,Cundinamarca,25658,San Francisco,2031,7633,15682,8049
25,Cundinamarca,25658,San Francisco,2032,7764,16037,8273
25,Cundinamarca,25658,San Francisco,2033,7881,16382,8501
25,Cundinamarca,25658,San Francisco,2034,8014,16729,8715
25,Cundinamarca,25658,San Francisco,2035,8125,17072,8947
25,Cundinamarca,25662,San Juan de Rioseco,2020,5419,8643,3224
25,Cundinamarca,25662,San Juan de Rioseco,2021,5328,8805,3477
25,Cundinamarca,25662,San Juan de Rioseco,2022,5337,9074,3737
25,Cundinamarca,25662,San Juan de Rioseco,2023,5366,9388,4022
25,Cundinamarca,25662,San Juan de Rioseco,2024,5468,9699,4231
25,Cundinamarca,25662,San Juan de Rioseco,2025,5581,9988,4407
25,Cundinamarca,25662,San Juan de Rioseco,2026,5658,10271,4613
25,Cundinamarca,25662,San Juan de Rioseco,2027,5751,10531,4780
25,Cundinamarca,25662,San Juan de Rioseco,2028,5841,10799,4958
25,Cundinamarca,25662,San Juan de Rioseco,2029,5956,11082,5126
25,Cundinamarca,25662,San Juan de Rioseco,2030,6047,11341,5294
25,Cundinamarca,25662,San Juan de Rioseco,2031,6155,11617,5462
25,Cundinamarca,25662,San Juan de Rioseco,2032,6252,11882,5630
25,Cundinamarca,25662,San Juan de Rioseco,2033,6371,12135,5764
25,Cundinamarca,25662,San Juan de Rioseco,2034,6457,12384,5927
25,Cundinamarca,25662,San Juan de Rioseco,2035,6536,12629,6093
25,Cundinamarca,25718,Sasaima,2020,8626,11469,2843
25,Cundinamarca,25718,Sasaima,2021,8511,11721,3210
25,Cundinamarca,25718,Sasaima,2022,8540,12115,3575
25,Cundinamarca,25718,Sasaima,2023,8604,12518,3914
25,Cundinamarca,25718,Sasaima,2024,8758,12914,4156
25,Cundinamarca,25718,Sasaima,2025,8931,13312,4381
25,Cundinamarca,25718,Sasaima,2026,9119,13680,4561
25,Cundinamarca,25718,Sasaima,2027,9309,14068,4759
25,Cundinamarca,25718,Sasaima,2028,9487,14428,4941
25,Cundinamarca,25718,Sasaima,2029,9662,14800,5138
25,Cundinamarca,25718,Sasaima,2030,9850,15161,5311
25,Cundinamarca,25718,Sasaima,2031,10043,15516,5473
25,Cundinamarca,25718,Sasaima,2032,10229,15846,5617
25,Cundinamarca,25718,Sasaima,2033,10413,16201,5788
25,Cundinamarca,25718,Sasaima,2034,10582,16550,5968
25,Cundinamarca,25718,Sasaima,2035,10763,16889,6126
25,Cundinamarca,25736,Sesquilé,2020,8431,12326,3895
25,Cundinamarca,25736,Sesquilé,2021,8363,12670,4307
25,Cundinamarca,25736,Sesquilé,2022,8382,13060,4678
25,Cundinamarca,25736,Sesquilé,2023,8441,13506,5065
25,Cundinamarca,25736,Sesquilé,2024,8571,13929,5358
25,Cundinamarca,25736,Sesquilé,2025,8737,14342,5605
25,Cundinamarca,25736,Sesquilé,2026,8879,14750,5871
25,Cundinamarca,25736,Sesquilé,2027,9040,15157,6117
25,Cundinamarca,25736,Sesquilé,2028,9209,15545,6336
25,Cundinamarca,25736,Sesquilé,2029,9362,15914,6552
25,Cundinamarca,25736,Sesquilé,2030,9532,16298,6766
25,Cundinamarca,25736,Sesquilé,2031,9704,16672,6968
25,Cundinamarca,25736,Sesquilé,2032,9880,17067,7187
25,Cundinamarca,25736,Sesquilé,2033,10043,17445,7402
25,Cundinamarca,25736,Sesquilé,2034,10180,17778,7598
25,Cundinamarca,25736,Sesquilé,2035,10379,18167,7788
25,Cundinamarca,25740,Sibaté,2020,10016,36204,26188
25,Cundinamarca,25740,Sibaté,2021,9950,37259,27309
25,Cundinamarca,25740,Sibaté,2022,9971,38444,28473
25,Cundinamarca,25740,Sibaté,2023,10055,39761,29706
25,Cundinamarca,25740,Sibaté,2024,10146,41054,30908
25,Cundinamarca,25740,Sibaté,2025,10231,42286,32055
25,Cundinamarca,25740,Sibaté,2026,10329,43474,33145
25,Cundinamarca,25740,Sibaté,2027,10419,44656,34237
25,Cundinamarca,25740,Sibaté,2028,10526,45827,35301
25,Cundinamarca,25740,Sibaté,2029,10667,46977,36310
25,Cundinamarca,25740,Sibaté,2030,10812,48113,37301
25,Cundinamarca,25740,Sibaté,2031,10955,49239,38284
25,Cundinamarca,25740,Sibaté,2032,11098,50351,39253
25,Cundinamarca,25740,Sibaté,2033,11243,51452,40209
25,Cundinamarca,25740,Sibaté,2034,11389,52563,41174
25,Cundinamarca,25740,Sibaté,2035,11490,53613,42123
25,Cundinamarca,25743,Silvania,2020,15441,23201,7760
25,Cundinamarca,25743,Silvania,2021,15260,23767,8507
25,Cundinamarca,25743,Silvania,2022,15296,24522,9226
25,Cundinamarca,25743,Silvania,2023,15401,25347,9946
25,Cundinamarca,25743,Silvania,2024,15686,26173,10487
25,Cundinamarca,25743,Silvania,2025,15958,26959,11001
25,Cundinamarca,25743,Silvania,2026,16247,27740,11493
25,Cundinamarca,25743,Silvania,2027,16538,28488,11950
25,Cundinamarca,25743,Silvania,2028,16822,29213,12391
25,Cundinamarca,25743,Silvania,2029,17129,29960,12831
25,Cundinamarca,25743,Silvania,2030,17429,30680,13251
25,Cundinamarca,25743,Silvania,2031,17752,31410,13658
25,Cundinamarca,25743,Silvania,2032,18054,32100,14046
25,Cundinamarca,25743,Silvania,2033,18362,32806,14444
25,Cundinamarca,25743,Silvania,2034,18642,33489,14847
25,Cundinamarca,25743,Silvania,2035,18942,34176,15234
25,Cundinamarca,25745,Simijaca,2020,5352,13826,8474
25,Cundinamarca,25745,Simijaca,2021,5312,14205,8893
25,Cundinamarca,25745,Simijaca,2022,5331,14662,9331
25,Cundinamarca,25745,Simijaca,2023,5359,15149,9790
25,Cundinamarca,25745,Simijaca,2024,5415,15634,10219
25,Cundinamarca,25745,Simijaca,2025,5465,16111,10646
25,Cundinamarca,25745,Simijaca,2026,5531,16561,11030
25,Cundinamarca,25745,Simijaca,2027,5584,17002,11418
25,Cundinamarca,25745,Simijaca,2028,5662,17466,11804
25,Cundinamarca,25745,Simijaca,2029,5739,17892,12153
25,Cundinamarca,25745,Simijaca,2030,5832,18329,12497
25,Cundinamarca,25745,Simijaca,2031,5889,18733,12844
25,Cundinamarca,25745,Simijaca,2032,5982,19186,13204
25,Cundinamarca,25745,Simijaca,2033,6063,19597,13534
25,Cundinamarca,25745,Simijaca,2034,6158,20019,13861
25,Cundinamarca,25745,Simijaca,2035,6226,20418,14192
25,Cundinamarca,25754,Soacha,2020,4288,715252,710964
25,Cundinamarca,25754,Soacha,2021,4247,735961,731714
25,Cundinamarca,25754,Soacha,2022,4251,758113,753862
25,Cundinamarca,25754,Soacha,2023,4283,782647,778364
25,Cundinamarca,25754,Soacha,2024,4280,806253,801973
25,Cundinamarca,25754,Soacha,2025,4286,828947,824661
25,Cundinamarca,25754,Soacha,2026,4295,850916,846621
25,Cundinamarca,25754,Soacha,2027,4307,872602,868295
25,Cundinamarca,25754,Soacha,2028,4318,893587,889269
25,Cundinamarca,25754,Soacha,2029,4344,914265,909921
25,Cundinamarca,25754,Soacha,2030,4391,934672,930281
25,Cundinamarca,25754,Soacha,2031,4429,955060,950631
25,Cundinamarca,25754,Soacha,2032,4471,974819,970348
25,Cundinamarca,25754,Soacha,2033,4496,994227,989731
25,Cundinamarca,25754,Soacha,2034,4535,1013330,1008795
25,Cundinamarca,25754,Soacha,2035,4570,1032353,1027783
25,Cundinamarca,25758,Sopó,2020,7780,27997,20217
25,Cundinamarca,25758,Sopó,2021,7741,28868,21127
25,Cundinamarca,25758,Sopó,2022,7761,29787,22026
25,Cundinamarca,25758,Sopó,2023,7811,30780,22969
25,Cundinamarca,25758,Sopó,2024,7872,31775,23903
25,Cundinamarca,25758,Sopó,2025,7943,32725,24782
25,Cundinamarca,25758,Sopó,2026,8003,33653,25650
25,Cundinamarca,25758,Sopó,2027,8093,34553,26460
25,Cundinamarca,25758,Sopó,2028,8172,35432,27260
25,Cundinamarca,25758,Sopó,2029,8268,36311,28043
25,Cundinamarca,25758,Sopó,2030,8368,37184,28816
25,Cundinamarca,25758,Sopó,2031,8499,38048,29549
25,Cundinamarca,25758,Sopó,2032,8593,38899,30306
25,Cundinamarca,25758,Sopó,2033,8717,39754,31037
25,Cundinamarca,25758,Sopó,2034,8791,40566,31775
25,Cundinamarca,25758,Sopó,2035,8902,41384,32482
25,Cundinamarca,25769,Subachoque,2020,8067,16364,8297
25,Cundinamarca,25769,Subachoque,2021,7857,16524,8667
25,Cundinamarca,25769,Subachoque,2022,7873,17036,9163
25,Cundinamarca,25769,Subachoque,2023,7896,17544,9648
25,Cundinamarca,25769,Subachoque,2024,7964,18064,10100
25,Cundinamarca,25769,Subachoque,2025,8034,18567,10533
25,Cundinamarca,25769,Subachoque,2026,8153,19078,10925
25,Cundinamarca,25769,Subachoque,2027,8220,19511,11291
25,Cundinamarca,25769,Subachoque,2028,8333,20010,11677
25,Cundinamarca,25769,Subachoque,2029,8444,20471,12027
25,Cundinamarca,25769,Subachoque,2030,8573,20934,12361
25,Cundinamarca,25769,Subachoque,2031,8677,21333,12656
25,Cundinamarca,25769,Subachoque,2032,8789,21775,12986
25,Cundinamarca,25769,Subachoque,2033,8901,22224,13323
25,Cundinamarca,25769,Subachoque,2034,9015,22672,13657
25,Cundinamarca,25769,Subachoque,2035,9094,23028,13934
25,Cundinamarca,25772,Suesca,2020,9773,18346,8573
25,Cundinamarca,25772,Suesca,2021,9679,18844,9165
25,Cundinamarca,25772,Suesca,2022,9708,19452,9744
25,Cundinamarca,25772,Suesca,2023,9786,20120,10334
25,Cundinamarca,25772,Suesca,2024,9894,20760,10866
25,Cundinamarca,25772,Suesca,2025,10020,21387,11367
25,Cundinamarca,25772,Suesca,2026,10145,21988,11843
25,Cundinamarca,25772,Suesca,2027,10302,22579,12277
25,Cundinamarca,25772,Suesca,2028,10443,23155,12712
25,Cundinamarca,25772,Suesca,2029,10614,23743,13129
25,Cundinamarca,25772,Suesca,2030,10786,24316,13530
25,Cundinamarca,25772,Suesca,2031,10956,24890,13934
25,Cundinamarca,25772,Suesca,2032,11143,25460,14317
25,Cundinamarca,25772,Suesca,2033,11306,26001,14695
25,Cundinamarca,25772,Suesca,2034,11466,26553,15087
25,Cundinamarca,25772,Suesca,2035,11638,27105,15467
25,Cundinamarca,25777,Supatá,2020,3755,5535,1780
25,Cundinamarca,25777,Supatá,2021,3708,5670,1962
25,Cundinamarca,25777,Supatá,2022,3711,5833,2122
25,Cundinamarca,25777,Supatá,2023,3745,6040,2295
25,Cundinamarca,25777,Supatá,2024,3806,6231,2425
25,Cundinamarca,25777,Supatá,2025,3895,6428,2533
25,Cundinamarca,25777,Supatá,2026,3957,6603,2646
25,Cundinamarca,25777,Supatá,2027,4027,6793,2766
25,Cundinamarca,25777,Supatá,2028,4105,6968,2863
25,Cundinamarca,25777,Supatá,2029,4169,7126,2957
25,Cundinamarca,25777,Supatá,2030,4248,7305,3057
25,Cundinamarca,25777,Supatá,2031,4333,7483,3150
25,Cundinamarca,25777,Supatá,2032,4398,7640,3242
25,Cundinamarca,25777,Supatá,2033,4461,7815,3354
25,Cundinamarca,25777,Supatá,2034,4534,7965,3431
25,Cundinamarca,25777,Supatá,2035,4608,8129,3521
25,Cundinamarca,25779,Susa,2020,4420,6897,2477
25,Cundinamarca,25779,Susa,2021,4355,7032,2677
25,Cundinamarca,25779,Susa,2022,4363,7260,2897
25,Cundinamarca,25779,Susa,2023,4391,7508,3117
25,Cundinamarca,25779,Susa,2024,4470,7744,3274
25,Cundinamarca,25779,Susa,2025,4535,7982,3447
25,Cundinamarca,25779,Susa,2026,4617,8203,3586
25,Cundinamarca,25779,Susa,2027,4689,8418,3729
25,Cundinamarca,25779,Susa,2028,4770,8639,3869
25,Cundinamarca,25779,Susa,2029,4851,8867,4016
25,Cundinamarca,25779,Susa,2030,4946,9081,4135
25,Cundinamarca,25779,Susa,2031,5023,9279,4256
25,Cundinamarca,25779,Susa,2032,5102,9489,4387
25,Cundinamarca,25779,Susa,2033,5198,9689,4491
25,Cundinamarca,25779,Susa,2034,5281,9905,4624
25,Cundinamarca,25779,Susa,2035,5350,10095,4745
25,Cundinamarca,25781,Sutatausa,2020,4178,6320,2142
25,Cundinamarca,25781,Sutatausa,2021,4149,6506,2357
25,Cundinamarca,25781,Sutatausa,2022,4165,6718,2553
25,Cundinamarca,25781,Sutatausa,2023,4185,6923,2738
25,Cundinamarca,25781,Sutatausa,2024,4256,7163,2907
25,Cundinamarca,25781,Sutatausa,2025,4320,7357,3037
25,Cundinamarca,25781,Sutatausa,2026,4396,7563,3167
25,Cundinamarca,25781,Sutatausa,2027,4472,7780,3308
25,Cundinamarca,25781,Sutatausa,2028,4556,7984,3428
25,Cundinamarca,25781,Sutatausa,2029,4623,8163,3540
25,Cundinamarca,25781,Sutatausa,2030,4705,8360,3655
25,Cundinamarca,25781,Sutatausa,2031,4795,8563,3768
25,Cundinamarca,25781,Sutatausa,2032,4882,8769,3887
25,Cundinamarca,25781,Sutatausa,2033,4966,8966,4000
25,Cundinamarca,25781,Sutatausa,2034,5051,9146,4095
25,Cundinamarca,25781,Sutatausa,2035,5122,9335,4213
25,Cundinamarca,25785,Tabio,2020,16297,23427,7130
25,Cundinamarca,25785,Tabio,2021,16182,24099,7917
25,Cundinamarca,25785,Tabio,2022,16212,24854,8642
25,Cundinamarca,25785,Tabio,2023,16328,25692,9364
25,Cundinamarca,25785,Tabio,2024,16583,26505,9922
25,Cundinamarca,25785,Tabio,2025,16901,27305,10404
25,Cundinamarca,25785,Tabio,2026,17191,28075,10884
25,Cundinamarca,25785,Tabio,2027,17510,28819,11309
25,Cundinamarca,25785,Tabio,2028,17806,29555,11749
25,Cundinamarca,25785,Tabio,2029,18137,30304,12167
25,Cundinamarca,25785,Tabio,2030,18471,31023,12552
25,Cundinamarca,25785,Tabio,2031,18809,31734,12925
25,Cundinamarca,25785,Tabio,2032,19122,32421,13299
25,Cundinamarca,25785,Tabio,2033,19444,33117,13673
25,Cundinamarca,25785,Tabio,2034,19732,33807,14075
25,Cundinamarca,25785,Tabio,2035,20049,34488,14439
25,Cundinamarca,25793,Tausa,2020,7040,8627,1587
25,Cundinamarca,25793,Tausa,2021,6939,8823,1884
25,Cundinamarca,25793,Tausa,2022,6958,9105,2147
25,Cundinamarca,25793,Tausa,2023,7017,9423,2406
25,Cundinamarca,25793,Tausa,2024,7147,9711,2564
25,Cundinamarca,25793,Tausa,2025,7305,9997,2692
25,Cundinamarca,25793,Tausa,2026,7445,10263,2818
25,Cundinamarca,25793,Tausa,2027,7608,10565,2957
25,Cundinamarca,25793,Tausa,2028,7762,10841,3079
25,Cundinamarca,25793,Tausa,2029,7917,11103,3186
25,Cundinamarca,25793,Tausa,2030,8061,11345,3284
25,Cundinamarca,25793,Tausa,2031,8225,11632,3407
25,Cundinamarca,25793,Tausa,2032,8390,11893,3503
25,Cundinamarca,25793,Tausa,2033,8528,12149,3621
25,Cundinamarca,25793,Tausa,2034,8685,12406,3721
25,Cundinamarca,25793,Tausa,2035,8824,12644,3820
25,Cundinamarca,25797,Tena,2020,9590,10271,681
25,Cundinamarca,25797,Tena,2021,9481,10513,1032
25,Cundinamarca,25797,Tena,2022,9500,10846,1346
25,Cundinamarca,25797,Tena,2023,9561,11214,1653
25,Cundinamarca,25797,Tena,2024,9794,11583,1789
25,Cundinamarca,25797,Tena,2025,10006,11922,1916
25,Cundinamarca,25797,Tena,2026,10267,12269,2002
25,Cundinamarca,25797,Tena,2027,10497,12582,2085
25,Cundinamarca,25797,Tena,2028,10717,12888,2171
25,Cundinamarca,25797,Tena,2029,10953,13211,2258
25,Cundinamarca,25797,Tena,2030,11195,13543,2348
25,Cundinamarca,25797,Tena,2031,11433,13837,2404
25,Cundinamarca,25797,Tena,2032,11653,14155,2502
25,Cundinamarca,25797,Tena,2033,11875,14457,2582
25,Cundinamarca,25797,Tena,2034,12099,14733,2634
25,Cundinamarca,25797,Tena,2035,12333,15055,2722
25,Cundinamarca,25799,Tenjo,2020,13551,23716,10165
25,Cundinamarca,25799,Tenjo,2021,13444,24394,10950
