cod_dpto,dpto_nombre,cod_mun,mun_nombre,ano,mes,total_extorsion,total_homicidio,total_hurto,total_terrorismo,incautaciones_total,cantidad_total_kg,poblacion_total
05,ANTIOQUIA,05034,ANDES,2023,3,1,4.0,5.0,0.0,1.0,185.0,45796
05,ANTIOQUIA,05034,ANDES,2023,4,2,4.0,4.0,0.0,3.0,29.0,45796
05,ANTIOQUIA,05034,ANDES,2023,5,1,0.0,4.0,0.0,6.0,256.0,45796
05,ANTIOQUIA,05034,ANDES,2023,7,1,1.0,1.0,0.0,0.0,0.0,45796
05,ANTIOQUIA,05034,ANDES,2023,8,1,1.0,3.0,0.0,4.0,1017.0,45796
05,ANTIOQUIA,05034,ANDES,2023,10,1,10.0,3.0,0.0,4.0,747.0,45796
05,ANTIOQUIA,05034,ANDES,2023,11,2,3.0,6.0,0.0,6.0,827.4,45796
05,ANTIOQUIA,05034,ANDES,2024,1,2,1.0,3.0,0.0,6.0,738.0,46183
05,ANTIOQUIA,05034,ANDES,2024,2,2,1.0,3.0,0.0,4.0,1014.0,46183
05,ANTIOQUIA,05034,ANDES,2024,3,1,2.0,6.0,0.0,3.0,50.0,46183
05,ANTIOQUIA,05034,ANDES,2024,5,2,0.0,6.0,0.0,3.0,107.0,46183
05,ANTIOQUIA,05034,ANDES,2024,6,4,0.0,1.0,0.0,15.0,2838.1,46183
05,ANTIOQUIA,05034,ANDES,2024,7,1,1.0,0.0,0.0,4.0,68.1,46183
05,ANTIOQUIA,05034,ANDES,2024,8,1,2.0,1.0,0.0,1.0,75.0,46183
05,ANTIOQUIA,05034,ANDES,2024,12,2,2.0,4.0,0.0,6.0,1007.5,46183
05,ANTIOQUIA,05034,ANDES,2025,2,1,6.0,3.0,0.0,8.0,294.6,46485
05,ANTIOQUIA,05034,ANDES,2025,3,2,11.0,2.0,0.0,10.0,450.2,46485
05,ANTIOQUIA,05034,ANDES,2025,4,1,2.0,1.0,0.0,1.0,307.6,46485
05,ANTIOQUIA,05034,ANDES,2025,5,1,2.0,1.0,0.0,5.0,1414.6,46485
05,ANTIOQUIA,05034,ANDES,2025,6,1,3.0,0.0,0.0,5.0,469.84000000000003,46485
05,ANTIOQUIA,05034,ANDES,2025,8,2,8.0,3.0,1.0,3.0,30.4,46485
05,ANTIOQUIA,05034,ANDES,2025,9,3,15.0,0.0,0.0,12.0,733.7,46485
05,ANTIOQUIA,05034,ANDES,2025,11,2,5.0,2.0,0.0,0.0,0.0,46485
05,ANTIOQUIA,05034,ANDES,2025,12,1,4.0,1.0,1.0,0.0,0.0,46485
05,ANTIOQUIA,05036,ANGELOPOLIS,2020,1,1,0.0,0.0,0.0,2.0,15.0,5905
05,ANTIOQUIA,05036,ANGELOPOLIS,2020,9,1,0.0,0.0,0.0,0.0,0.0,5905
